class	order	family	genus	species	ssp	Accession			
Aves	Passeriformes	Meliphagidae	Epthianura	albifrons		NC_019664			
Aves	Passeriformes	Meliphagidae	Notiomystis	cincta		NC_029140			
Aves	Passeriformes	Meliphagidae	Prosthemadera	novaeseelandiae		NC_029144			
Aves	Passeriformes	Menuridae	Menura	novaehollandiae		NC_007883			
Aves	Passeriformes	Mohoidae	Moho	braccatus		NC_031348			
Aves	Passeriformes	Monarchidae	Terpsiphone	atrocaudata		NC_032725			
Aves	Passeriformes	Motacillidae	Anthus	novaeseelandiae		NC_029137			
Aves	Passeriformes	Motacillidae	Motacilla	alba		NC_029229			
Aves	Passeriformes	Motacillidae	Motacilla	cinerea		NC_027933			
Aves	Passeriformes	Motacillidae	Motacilla	lugens		NC_029703			
Aves	Passeriformes	Muscicapidae	Calliope	calliope		NC_015074			
Aves	Passeriformes	Muscicapidae	Copsychus	saularis		NC_030603			
Aves	Passeriformes	Muscicapidae	Cyanoptila	cyanomelana		NC_015232			
Aves	Passeriformes	Muscicapidae	Ficedula	albicollis		NC_021621			
Aves	Passeriformes	Muscicapidae	Ficedula	zanthopygia		NC_015802			
Aves	Passeriformes	Muscicapidae	Paradoxornis	fulvifrons		NC_028436			
Aves	Passeriformes	Muscicapidae	Paradoxornis	nipalensis		NC_028437			
Aves	Passeriformes	Muscicapidae	Paradoxornis	webbianus		NC_024539			
Aves	Passeriformes	Muscicapidae	Phoenicurus	auroreus		NC_026066			
Aves	Passeriformes	Nectariniidae	Aethopyga	gouldiae		NC_027241			
Aves	Passeriformes	none	Turnagra	capensis		NC_028336			
Aves	Passeriformes	Paridae	Parus	major		NC_026293			
Aves	Passeriformes	Paridae	Parus	monticolus		NC_028187			
Aves	Passeriformes	Paridae	Parus	venustulus		NC_026701			
Aves	Passeriformes	Paridae	Periparus	ater		NC_026223			
Aves	Passeriformes	Paridae	Poecile	atricapilla		NC_024867			
Aves	Passeriformes	Paridae	Poecile	palustris		NC_026911			
Aves	Passeriformes	Paridae	Pseudopodoces	humilis		NC_014341			
Aves	Passeriformes	Paridae	Remiz	consobrinus		NC_021641			
Aves	Passeriformes	Paridae	Sylviparus	modestus		NC_026793			
Aves	Passeriformes	Passerellidae	Arremon	aurantiirostris		NC_027731			
Aves	Passeriformes	Passeridae	Montifringilla	adamsi		NC_025913			
Aves	Passeriformes	Passeridae	Montifringilla	nivalis		NC_025911			
Aves	Passeriformes	Passeridae	Montifringilla	ruficollis		NC_022815			
Aves	Passeriformes	Passeridae	Montifringilla	taczanowskii		NC_025914			
Aves	Passeriformes	Passeridae	Padda	oryzivora		NC_028441			
Aves	Passeriformes	Passeridae	Passer	ammodendri		NC_029344			
Aves	Passeriformes	Passeridae	Passer	domesticus		CM004555			
Aves	Passeriformes	Passeridae	Passer	domesticus		NC_025611			
Aves	Passeriformes	Passeridae	Passer	montanus		NC_024821			
Aves	Passeriformes	Passeridae	Prunella	fulvescens		NC_035747			
Aves	Passeriformes	Passeridae	Prunella	montanella		NC_027284			
Aves	Passeriformes	Passeridae	Prunella	strophiata		NC_031819			
Aves	Passeriformes	Passeridae	Pyrgilauda	blanfordi		NC_025912			
Aves	Passeriformes	Passeridae	Pyrgilauda	davidiana		NC_025915			
Aves	Passeriformes	Petroicidae	Eopsaltria	australis		NC_019665			
Aves	Passeriformes	Petroicidae	Eopsaltria	georgiana		NC_027230			
Aves	Passeriformes	Petroicidae	Eopsaltria	griseogularis		NC_027229			
Aves	Passeriformes	Petroicidae	Petroica	australis		NC_029141			
Aves	Passeriformes	Petroicidae	Petroica	boodang		NC_019666			
Aves	Passeriformes	Petroicidae	Petroica	goodenovii		NC_019667			
Aves	Passeriformes	Petroicidae	Petroica	macrocephala		NC_029142			
Aves	Passeriformes	Petroicidae	Petroica	phoenicea		NC_019668			
Aves	Passeriformes	Petroicidae	Tregellasia	capito		NC_027231			
Aves	Passeriformes	Petroicidae	Tregellasia	leucops		NC_024871			
Aves	Passeriformes	Phylloscopidae	Abrornis	inornata		NC_024726			
Aves	Passeriformes	Pittidae	Pitta	nympha		NC_027067			
Aves	Passeriformes	Pycnonotidae	Pycnonotus	melanicterus		NC_024730			
Aves	Passeriformes	Pycnonotidae	Pycnonotus	sinensis		NC_013838			
Aves	Passeriformes	Pycnonotidae	Pycnonotus	taivanus		NC_013483			
Aves	Passeriformes	Pycnonotidae	Pycnonotus	xanthorrhous		NC_031830			
Aves	Passeriformes	Pycnonotidae	Spizixos	semitorques		NC_029321			
Aves	Passeriformes	Rhipiduridae	Rhipidura	fuliginosa		NC_029145			
Aves	Passeriformes	Sittidae	Sitta	carolinensis		NC_024870			
Aves	Passeriformes	Sturnidae	Acridotheres	cristatellus		NC_015613			
Aves	Passeriformes	Sturnidae	Acridotheres	tristis		NC_015195			
Aves	Passeriformes	Sturnidae	Gracula	religiosa		NC_015898			
Aves	Passeriformes	Sturnidae	Sturnus	cineraceus		NC_015237			
Aves	Passeriformes	Sturnidae	Sturnus	nigricollis		NC_020423			
Aves	Passeriformes	Sturnidae	Sturnus	sericeus		NC_014455			
Aves	Passeriformes	Sturnidae	Sturnus	vulgaris		NC_029360			
Aves	Passeriformes	Sylviidae	Acrocephalus	scirpaceus		NC_010227			
Aves	Passeriformes	Sylviidae	Hyliota	flavigaster		NC_024868			
Aves	Passeriformes	Sylviidae	Megalurus	pryeri		NC_029151			
Aves	Passeriformes	Sylviidae	Megalurus	punctatus		NC_029138			
Aves	Passeriformes	Sylviidae	Regulus	calendula		NC_024866			
Aves	Passeriformes	Sylviidae	Regulus	regulus		NC_029837			
Aves	Passeriformes	Sylviidae	Sylvia	atricapilla		NC_010228			
Aves	Passeriformes	Sylviidae	Sylvia	crassirostris		NC_010229			
Aves	Passeriformes	Thraupidae	Chlorophanes	spiza		NC_025606			
Aves	Passeriformes	Thraupidae	Poospiza	cabanisi		NC_028038			
Aves	Passeriformes	Thraupidae	Poospiza	lateralis		NC_028039			
Aves	Passeriformes	Thraupidae	Poospiza	thoracica		NC_028037			
Aves	Passeriformes	Thraupidae	Sporophila	maximiliani		NC_035673			
Aves	Passeriformes	Thraupidae	Tangara	episcopus		NC_025596			
Aves	Passeriformes	Timaliidae	Napothera	epilepidota		NC_035626			
Aves	Passeriformes	Timaliidae	Pomatorhinus	ruficollis		NC_029769			
Aves	Passeriformes	Timaliidae	Stachyris	ruficeps		NC_030771			
Aves	Passeriformes	Timaliidae	Yuhina	diademata		NC_029462			
Aves	Passeriformes	Turdidae	Luscinia	cyanura		NC_026067			
Aves	Passeriformes	Turdidae	Monticola	gularis		NC_033536			
Aves	Passeriformes	Turdidae	Myadestes	myadestinus		NC_031352			
Aves	Passeriformes	Turdidae	Turdus	eunomus		NC_028273			
Aves	Passeriformes	Turdidae	Turdus	hortulorum		NC_024552			
Aves	Passeriformes	Turdidae	Turdus	merula		NC_028188			
Aves	Passeriformes	Turdidae	Turdus	migratorius		NC_024872			
Aves	Passeriformes	Turdidae	Turdus	philomelos		NC_029147			
Aves	Passeriformes	Turdidae	Turdus	rufiventris		NC_028179			
Aves	Passeriformes	Tyrannidae	Cnemotriccus	fuscatus		NC_007975			
Aves	Passeriformes	Tyrannidae	Mionectes	oleagineus		NC_024682			
Aves	Passeriformes	Vireonidae	Vireo	olivaceus		NC_024869			
Aves	Passeriformes	Zosteropidae	Zosterops	abyssinicus		NC_032058			
Aves	Passeriformes	Zosteropidae	Zosterops	erythropleurus		NC_027942			
Aves	Passeriformes	Zosteropidae	Zosterops	lateralis		NC_029146			
Aves	Passeriformes	Zosteropidae	Zosterops	poliogastrus		NC_032059			
Aves	Pelecaniformes	Ardeidae	Ardea	cinerea		NC_025900			
Aves	Pelecaniformes	Ardeidae	Ardea	intermedia		NC_025918			
Aves	Pelecaniformes	Ardeidae	Ardea	modesta		NC_025916			
Aves	Pelecaniformes	Ardeidae	Ardea	novaehollandiae		NC_008551			
Aves	Pelecaniformes	Ardeidae	Ardea	purpurea		NC_025919			
Aves	Pelecaniformes	Ardeidae	Ardeola	bacchus		NC_025921			
Aves	Pelecaniformes	Ardeidae	Botaurus	stellaris		NC_025923			
Aves	Pelecaniformes	Ardeidae	Bubulcus	ibis		NC_025917			
Aves	Pelecaniformes	Ardeidae	Butorides	striata		NC_025922			
Aves	Pelecaniformes	Ardeidae	Dupetor	flavicollis		NC_024575			
Aves	Pelecaniformes	Ardeidae	Egretta	eulophotes		NC_009736			
Aves	Pelecaniformes	Ardeidae	Egretta	garzetta		NC_023981			
Aves	Pelecaniformes	Ardeidae	Egretta	sacra		NC_025920			
Aves	Pelecaniformes	Ardeidae	Gorsachius	goisagi		NC_028194			
Aves	Pelecaniformes	Ardeidae	Gorsachius	magnificus		NC_028193			
Aves	Pelecaniformes	Ardeidae	Gorsachius	melanolophus		NC_028195			
Aves	Pelecaniformes	Ardeidae	Ixobrychus	cinnamomeus		NC_015077			
Aves	Pelecaniformes	Ardeidae	Ixobrychus	eurhythmus		NC_025924			
Aves	Pelecaniformes	Ardeidae	Ixobrychus	sinensis		NC_025925			
Aves	Pelecaniformes	Ardeidae	Nycticorax	nycticorax		NC_015807			
Aves	Pelecaniformes	Phaethontidae	Phaethon	lepturus		NC_027275			
Aves	Pelecaniformes	Phaethontidae	Phaethon	rubricauda		NC_007979			
Aves	Pelecaniformes	Phalacrocoracidae	Nannopterum	brasilianus		NC_029758			
Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	carbo		NC_027267			
Aves	Pelecaniformes	Threskiornithidae	Eudocimus	ruber		NC_027504			
Aves	Pelecaniformes	Threskiornithidae	Nipponia	nippon		NC_008132			
Aves	Pelecaniformes	Threskiornithidae	Platalea	leucorodia		NC_012772			
Aves	Pelecaniformes	Threskiornithidae	Platalea	minor		NC_010962			
Aves	Pelecaniformes	Threskiornithidae	Threskiornis	aethiopicus		NC_013146			
Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	roseus		NC_010089			
Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	ruber		NC_027934			
Aves	Piciformes	Picidae	Campephilus	guatemalensis		NC_028020			
Aves	Piciformes	Picidae	Campephilus	imperialis		NC_034278			
Aves	Piciformes	Picidae	Dendrocopos	leucotos		NC_029862			
Aves	Piciformes	Picidae	Dendrocopos	major		NC_028174			
Aves	Piciformes	Picidae	Dryocopus	pileatus		NC_008546			
Aves	Piciformes	Picidae	Picoides	pubescens		NC_027936			
Aves	Piciformes	Picidae	Sasia	ochracea		NC_028019			
Aves	Piciformes	Ramphastidae	Pteroglossus	azara		NC_008549			
Aves	Podicipediformes	Podicipedidae	Podiceps	cristatus		NC_008140			
Aves	Podicipediformes	Podicipedidae	Tachybaptus	novaehollandiae		NC_010095			
Aves	Podicipediformes	Podicipedidae	Tachybaptus	ruficollis		NC_024594			
Aves	Procellariiformes	Diomedeidae	Phoebastria	albatrus		NC_026190			
Aves	Procellariiformes	Diomedeidae	Phoebastria	immutabilis		NC_026189			
Aves	Procellariiformes	Diomedeidae	Phoebastria	nigripes		NC_026188			
Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophrys		NC_007172			
Aves	Procellariiformes	Procellariidae	Aphrodroma	brevirostris		NC_007174			
Aves	Psittaciformes	Cacatuidae	Cacatua	moluccensis		NC_020592			
Aves	Psittaciformes	Cacatuidae	Calyptorhynchus	baudinii		NC_020594			
Aves	Psittaciformes	Cacatuidae	Calyptorhynchus	lathami		NC_020593			
Aves	Psittaciformes	Cacatuidae	Calyptorhynchus	latirostris		NC_020595			
Aves	Psittaciformes	Cacatuidae	Nymphicus	hollandicus		NC_015192			
Aves	Psittaciformes	Psittacidae	Agapornis	roseicollis		NC_011708			
Aves	Psittaciformes	Psittacidae	Amazona	aestiva		NC_033336			
Aves	Psittaciformes	Psittacidae	Amazona	ochrocephala		NC_027840			
Aves	Psittaciformes	Psittacidae	Amazona	ventralis		NC_034679			
Aves	Psittaciformes	Psittacidae	Ara	ararauna		NC_029319			
Aves	Psittaciformes	Psittacidae	Ara	glaucogularis		NC_026029			
Aves	Psittaciformes	Psittacidae	Ara	macao		CM002021			
Aves	Psittaciformes	Psittacidae	Ara	militaris		NC_027839			
Aves	Psittaciformes	Psittacidae	Brotogeris	cyanoptera		NC_015530			
Aves	Psittaciformes	Psittacidae	Coracopsis	vasa		NC_027841			
Aves	Psittaciformes	Psittacidae	Eclectus	roratus		NC_027842			
Aves	Psittaciformes	Psittacidae	Eupsittula	pertinax		NC_015197			
Aves	Psittaciformes	Psittacidae	Forpus	passerinus		NC_027843			
Aves	Psittaciformes	Psittacidae	Myiopsitta	monachus		NC_027844			
Aves	Psittaciformes	Psittacidae	Neophema	chrysogaster		NC_019804			
Aves	Psittaciformes	Psittacidae	Nestor	notabilis		NC_027845			
Aves	Psittaciformes	Psittacidae	Orthopsittaca	manilata		NC_029161			
Aves	Psittaciformes	Psittacidae	Primolius	couloni		NC_025742			
Aves	Psittaciformes	Psittacidae	Primolius	maracana		NC_029322			
Aves	Psittaciformes	Psittacidae	Prioniturus	luconensis		NC_027846			
Aves	Psittaciformes	Psittacidae	Psittacara	acuticaudatus		NC_020325			
Aves	Psittaciformes	Psittacidae	Psittacara	brevipes		NC_021764			
Aves	Psittaciformes	Psittacidae	Psittacara	rubritorquis		NC_026042			
Aves	Psittaciformes	Psittacidae	Psittacus	erithacus		NC_027847			
Aves	Psittaciformes	Psittacidae	Psittrichas	fulgidus		NC_027848			
Aves	Psittaciformes	Psittacidae	Pyrrhura	rupicola		NC_028404			
Aves	Psittaciformes	Psittacidae	Rhynchopsitta	terrisi		NC_021771			
Aves	Psittaciformes	Psittacidae	Strigops	habroptilus		NC_005931			
Aves	Psittaciformes	Psittaculidae	Melopsittacus	undulatus		NC_009134			
Aves	Psittaciformes	Psittaculidae	Psephotellus	pulcherrimus		NC_031358			
Aves	Rheiformes	Rheidae	Pterocnemia	pennata		NC_002783			
Aves	Rheiformes	Rheidae	Rhea	americana		NC_000846			
Aves	Sphenisciformes	Spheniscidae	Aptenodytes	forsteri		NC_027938			
Aves	Sphenisciformes	Spheniscidae	Eudyptes	chrysocome		NC_008138			
Aves	Sphenisciformes	Spheniscidae	Eudyptula	minor		NC_004538			
Aves	Sphenisciformes	Spheniscidae	Pygoscelis	adeliae		NC_021137			
Aves	Sphenisciformes	Spheniscidae	Pygoscelis	antarcticus		NC_021474			
Aves	Sphenisciformes	Spheniscidae	Spheniscus	demersus		NC_022817			
Aves	Sphenisciformes	Spheniscidae	Spheniscus	humboldti		NC_036337			
Aves	Sphenisciformes	Spheniscidae	Spheniscus	magellanicus		NC_036264			
Aves	Sphenisciformes	Spheniscidae	Spheniscus	mendiculus		NC_036297			
Aves	Strigiformes	Strigidae	Asio	flammeus		NC_027606			
Aves	Strigiformes	Strigidae	Glaucidium	cuculoides		NC_034296			
Aves	Strigiformes	Strigidae	Ninox	novaeseelandiae		NC_005932			
Aves	Strigiformes	Strigidae	Ninox	scutulata		NC_029384			
Aves	Strigiformes	Strigidae	Ninox	strenua		NC_033967			
Aves	Strigiformes	Strigidae	Otus	bakkamoena		NC_028163			
Aves	Strigiformes	Strigidae	Otus	scops		NC_028162			
Aves	Strigiformes	Tytonidae	Phodilus	badius		NC_023787			
Aves	Struthioniformes	Struthionidae	Struthio	camelus		NC_002785			
Aves	Tinamiformes	Tinamidae	Eudromia	elegans		NC_002772			
Aves	Tinamiformes	Tinamidae	Tinamus	guttatus		NC_027260			
Aves	Tinamiformes	Tinamidae	Tinamus	major		NC_002781			
Aves	Trochiliformes	Trochilidae	Amazilia	brevirostris		NC_033406			
Aves	Trochiliformes	Trochilidae	Amazilia	millerii		NC_033405			
Aves	Trochiliformes	Trochilidae	Amazilia	rondoniae		NC_033404			
Aves	Trochiliformes	Trochilidae	Amazilia	versicolor		NC_024156			
Aves	Trochiliformes	Trochilidae	Archilochus	colubris		NC_010094			
Aves	Trochiliformes	Trochilidae	Calliphlox	amethystina		NC_030286			
Aves	Trochiliformes	Trochilidae	Chrysolampis	mosquitus		NC_025786			
Aves	Trochiliformes	Trochilidae	Florisuga	fusca		NC_030287			
Aves	Trochiliformes	Trochilidae	Florisuga	mellivora		NC_027455			
Aves	Trochiliformes	Trochilidae	Glaucis	hirsutus		NC_033413			
Aves	Trochiliformes	Trochilidae	Heliodoxa	aurescens		NC_030285			
Aves	Trochiliformes	Trochilidae	Hylocharis	cyanus		NC_027453			
Aves	Trochiliformes	Trochilidae	Lophornis	magnificus		NC_033414			
Aves	Trochiliformes	Trochilidae	Oreotrochilus	melanogaster		NC_027454			
Aves	Trochiliformes	Trochilidae	Phaethornis	malaris		NC_030288			
Aves	Trogoniformes	Trogonidae	Trogon	viridis		NC_011714			
Aves	Upupiformes	Upupidae	Upupa	epops		NC_028178			
Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	multiseries		NC_027265			
Bacillariophyceae	Cymbellales	Gomphonemataceae	Didymosphenia	geminata		NC_032171			
Bacillariophyceae	Naviculales	Berkeleyaceae	Berkeleya	fennica		NC_026126			
Bacillariophyceae	Naviculales	Naviculaceae	Fistulifera	solaris		NC_027978			
Bacillariophyceae	Naviculales	Naviculaceae	Navicula	ramosissima		NC_031848			
Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum	tricornutum		NC_016739			
Bangiophyceae	Bangiales	Bangiaceae	Bangia	fuscopurpurea		NC_026905			
Bangiophyceae	Bangiales	Bangiaceae	Porphyra	purpurea		NC_002007			
Bangiophyceae	Bangiales	Bangiaceae	Porphyra	umbilicalis		NC_018544			
Bangiophyceae	Bangiales	Bangiaceae	Pyropia	fucicola		NC_024288			
Bangiophyceae	Bangiales	Bangiaceae	Pyropia	haitanensis		NC_017751			
Bangiophyceae	Bangiales	Bangiaceae	Pyropia	kanakaensis		NC_024289			
Bangiophyceae	Bangiales	Bangiaceae	Pyropia	nitida		NC_027616			
Bangiophyceae	Bangiales	Bangiaceae	Pyropia	tenera		NC_021475			
Bangiophyceae	Bangiales	Bangiaceae	Pyropia	yezoensis		NC_017837			
Bangiophyceae	Bangiales	Bangiaceae	Wildemania	schizophylla		NC_024579			
Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidioschyzon	merolae		NC_000887			
Bangiophyceae	Cyanidiales	Cyanidiaceae	Galdieria	sulphuraria		NC_024666			
Bdelloidea	none	none	Rotaria	rotatoria		NC_013568			
Bivalvia	Arcoida	Arcidae	Anadara	sativa		NC_024927			
Bivalvia	Arcoida	Arcidae	Anadara	vellicata		NC_028227			
Bivalvia	Arcoida	Arcidae	Scapharca	broughtonii		NC_020787			
Bivalvia	Arcoida	Arcidae	Scapharca	kagoshimensis		NC_025509			
Bivalvia	Arcoida	Arcidae	Tegillarca	granosa		NC_026081			
Bivalvia	Arcoida	Cucullaeidae	Cucullaea	labiata		NC_029848			
Bivalvia	Lucinoida	Lucinidae	Loripes	lacteus		NC_013271			
Bivalvia	Lucinoida	Lucinidae	Lucinella	divaricata		NC_013275			
Bivalvia	Myoida	Hiatellidae	Hiatella	arctica		NC_008451			
Bivalvia	Myoida	Hiatellidae	Panopea	abrupta		NC_033538			
Bivalvia	Myoida	Hiatellidae	Panopea	generosa		NC_025635			
Bivalvia	Myoida	Hiatellidae	Panopea	globosa		NC_025636			
Bivalvia	Myoida	Myidae	Mya	arenaria		NC_024738			
Bivalvia	Mytiloida	Mytilidae	Bathymodiolus	platifrons		NC_035421			
Bivalvia	Mytiloida	Mytilidae	Brachidontes	exustus		NC_024882			
Bivalvia	Mytiloida	Mytilidae	Limnoperna	fortunei		NC_028706			
Bivalvia	Mytiloida	Mytilidae	Modiolus	kurilensis		NC_036486			
Bivalvia	Mytiloida	Mytilidae	Modiolus	modiolus		NC_033537			
Bivalvia	Mytiloida	Mytilidae	Modiolus	philippinarum		NC_035422			
Bivalvia	Mytiloida	Mytilidae	Musculista	senhousia		NC_014590			
Bivalvia	Mytiloida	Mytilidae	Mytilus	californianus		NC_015993			
Bivalvia	Mytiloida	Mytilidae	Mytilus	chilensis		NC_030633			
Bivalvia	Mytiloida	Mytilidae	Mytilus	coruscus		NC_024733			
Bivalvia	Mytiloida	Mytilidae	Mytilus	edulis		NC_006161			
Bivalvia	Mytiloida	Mytilidae	Mytilus	galloprovincialis		NC_006886			
Bivalvia	Mytiloida	Mytilidae	Mytilus	trossulus		NC_007687			
Bivalvia	Mytiloida	Mytilidae	Perna	perna		NC_026288			
Bivalvia	Mytiloida	Mytilidae	Perna	viridis		NC_018362			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	angulata		NC_012648			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	ariakensis		NC_012650			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	gasar		NC_027653			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	gigas		NC_001276			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	hongkongensis		NC_011518			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	iredalei		NC_013997			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	nippona		NC_015248			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	sikamea		NC_012649			
Bivalvia	Ostreoida	Ostreidae	Crassostrea	virginica		NC_007175			
Bivalvia	Ostreoida	Ostreidae	Crassostrea			NC_018763			
Bivalvia	Ostreoida	Ostreidae	Ostrea	denselamellosa		NC_015231			
Bivalvia	Ostreoida	Ostreidae	Ostrea	edulis		NC_016180			
Bivalvia	Ostreoida	Ostreidae	Ostrea	lurida		NC_022688			
Bivalvia	Ostreoida	Ostreidae	Saccostrea	cucullata		NC_027724			
Bivalvia	Ostreoida	Ostreidae	Saccostrea	echinata		NC_036478			
Bivalvia	Ostreoida	Ostreidae	Saccostrea	glomerata		NC_036483			
Bivalvia	Ostreoida	Ostreidae	Saccostrea	kegaki		NC_030533			
Bivalvia	Ostreoida	Ostreidae	Saccostrea	mordax		NC_013998			
Bivalvia	Ostreoida	Ostreidae	Saccostrea	mytiloides		NC_036479			
Bivalvia	Pectinoida	Pectinidae	Argopecten	irradians		NC_009687			
Bivalvia	Pectinoida	Pectinidae	Argopecten	irradians		NC_012977			
Bivalvia	Pectinoida	Pectinidae	Argopecten	purpuratus		NC_027943			
Bivalvia	Pectinoida	Pectinidae	Azumapecten	farreri		NC_012138			
Bivalvia	Pectinoida	Pectinidae	Mimachlamys	nobilis		NC_011608			
Bivalvia	Pectinoida	Pectinidae	Mimachlamys	senatoria		NC_022416			
Bivalvia	Pectinoida	Pectinidae	Mizuhopecten	yessoensis		NC_009081			
Bivalvia	Pectinoida	Pectinidae	Placopecten	magellanicus		NC_007234			
Bivalvia	Pholadomyoida	Clavagellidae	Bryopa	lata		NC_034300			
Bivalvia	Pholadomyoida	Euciroidae	Euciroa			NC_034301			
Bivalvia	Pholadomyoida	Laternulidae	Laternula	elliptica		NC_022846			
Bivalvia	Pholadomyoida	Laternulidae	Laternula	truncata		NC_034305			
Bivalvia	Pholadomyoida	Lyonsiidae	Lyonsia	norwegica		NC_034302			
Bivalvia	Pholadomyoida	Myochamidae	Myadora	brevis		NC_034303			
Bivalvia	Pholadomyoida	Poromyidae	Tropidomya	abbreviata		NC_034304			
Bivalvia	Pterioida	Pinnidae	Atrina	pectinata		NC_020028			
Bivalvia	Pterioida	Pteriidae	Pinctada	margaritifera		NC_021638			
Bivalvia	Pterioida	Pteriidae	Pinctada	maxima		NC_018752			
Bivalvia	Solemyoida	Solemyidae	Solemya	elarraichensis		NC_034904			
Bivalvia	Solemyoida	Solemyidae	Solemya	pervernicosa		NC_034905			
Bivalvia	Solemyoida	Solemyidae	Solemya	velesiana		NC_034906			
Bivalvia	Solemyoida	Solemyidae	Solemya	velum		NC_017612			
Bivalvia	Trigonioida	Neotrigoniidae	Neotrigonia	margaritacea		NC_034843			
Bivalvia	Unionoida	Hyriidae	Echyridella	menziesii		NC_034845			
Bivalvia	Unionoida	Margaritiferidae	Cumberlandia	monodonta		NC_034846			
Bivalvia	Unionoida	Margaritiferidae	Margaritifera	dahurica		NC_023942			
Bivalvia	Unionoida	Margaritiferidae	Margaritifera	falcata		NC_015476			
